,annualTotalNonCurrentAssets,quarterlyOperatingExpense,trailingGrossProfit,annualOtherIntangibleAssets,annualNetPPE,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIncomeExpense,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualBasicEPS,annualGrossProfit,annualEbitda,trailingRepaymentOfDebt,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,quarterlyTaxProvision,quarterlyNetPPE,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyDilutedAverageShares,quarterlyPretaxIncome,trailingChangeInCashSupplementalAsReported,annualChangeInInventory,trailingCashFlowFromContinuingFinancingActivities,annualGrossPPE,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,annualBeginningCashPosition,annualPurchaseOfBusiness,trailingOtherIncomeExpense,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,quarterlyGrossPPE,trailingOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,annualDeferredIncomeTax,annualInvestingCashFlow,annualOperatingExpense,quarterlySaleOfInvestment,trailingCapitalExpenditure,quarterlyBasicEPS,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,quarterlyOperatingCashFlow,annualAccumulatedDepreciation,trailingDeferredIncomeTax,annualCapitalExpenditure,annualChangesInAccountReceivables,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,trailingCashDividendsPaid,annualDilutedAverageShares,annualDilutedEPS,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,annualNonCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyEbitda,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualNetOtherFinancingCharges,trailingStockBasedCompensation,quarterlyCommonStockIssuance,annualInventory,quarterlyOtherShortTermInvestments,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,annualInterestExpense,annualRepaymentOfDebt,trailingChangeInWorkingCapital,trailingResearchAndDevelopment,annualPurchaseOfInvestment,annualTotalRevenue,annualCapitalStock,annualGoodwill,annualStockBasedCompensation,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualOperatingIncome,quarterlyCurrentAssets,annualOtherShortTermInvestments,quarterlyDepreciationAndAmortization,quarterlyOtherNonCashItems,annualResearchAndDevelopment,annualChangeInAccountPayable,quarterlySellingGeneralAndAdministration,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,annualOtherCurrentAssets,quarterlyRetainedEarnings,annualEndCashPosition,trailingTotalRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,quarterlyTotalRevenue,trailingEndCashPosition,annualCashAndCashEquivalents,trailingPretaxIncome,trailingTaxProvision,annualNetIncomeContinuousOperations,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,quarterlyBasicAverageShares,annualPretaxIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,annualCostOfRevenue,trailingOperatingIncome,annualInvestmentsAndAdvances,annualNetIncome,annualCurrentDebt,annualFreeCashFlow,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,quarterlyNetIncome,annualOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,trailingSaleOfInvestment,quarterlyOtherNonCurrentAssets,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,annualCurrentAssets,annualOtherNonCashItems,annualTotalAssets,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,annualStockholdersEquity,quarterlyGoodwill,annualNetIncomeCommonStockholders,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyCostOfRevenue,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualRetainedEarnings,annualCurrentLiabilities,annualCurrentAccruedExpenses,quarterlyLongTermDebt,quarterlyDilutedEPS,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyInvestmentsAndAdvances,annualSaleOfInvestment,quarterlyInvestingCashFlow,quarterlyGrossProfit,annualCommonStockIssuance,quarterlyEndCashPosition,annualBasicAverageShares,trailingChangeInInventory,annualIncomeTaxPayable,quarterlyCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualCurrentDeferredRevenue,quarterlyChangesInAccountReceivables,trailingBasicAverageShares,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,trailingBasicEPS,trailingNetOtherInvestingChanges,quarterlyChangeInInventory,trailingChangesInAccountReceivables,quarterlyIncomeTaxPayable,trailingDilutedEPS,trailingDilutedAverageShares,trailingInterestExpense,trailingCommonStockIssuance,trailingChangeInAccountPayable
1443571200,6816000000.0,419000000.0,,1164000000.0,2182000000.0,1257000000.0,-89000000.0,334000000.0,1257000000.0,1257000000.0,4.61194,1573000000.0,676000000.0,,1000000.0,-30000000.0,1113000000.0,-77000000.0,2182000000.0,-8000000.0,31000000.0,67000000.0,-136000000.0,,39000000.0,,4144000000.0,38000000.0,,-118000000.0,4000000.0,381000000.0,,-1000000.0,-1962000000.0,1393000000.0,-13000000.0,,73000000.0,1164000000.0,4144000000.0,,,0.0,-291000000.0,-57000000.0,-393000000.0,1138000000.0,7000000.0,,-0.820896,144000000.0,,232000000.0,-1962000000.0,,-265000000.0,261000000.0,,36000000.0,,69000000.0,4.48,,-108000000.0,0.0,,89000000.0,17000000.0,573000000.0,-41000000.0,,,,-12000000.0,0.0,,-9000000.0,,,706000000.0,,-136000000.0,8000000.0,166000000.0,-626000000.0,,,-642000000.0,5387000000.0,1000000.0,2486000000.0,30000000.0,1448000000.0,,-291000000.0,-26000000.0,435000000.0,3248000000.0,,86000000.0,-2000000.0,110000000.0,-229000000.0,383000000.0,573000000.0,5579000000.0,-232000000.0,-22000000.0,7027000000.0,169000000.0,3281000000.0,1257000000.0,,5579000000.0,,1280000000.0,,1257000000.0,,,191000000.0,-314000000.0,-2000000.0,67000000.0,169000000.0,7027000000.0,114000000.0,10064000000.0,-54000000.0,3814000000.0,,350000000.0,309000000.0,381000000.0,69000000.0,6816000000.0,-98000000.0,-54000000.0,186000000.0,-59000000.0,,186000000.0,1028000000.0,73000000.0,3348000000.0,3248000000.0,133000000.0,10064000000.0,169000000.0,-397000000.0,3037000000.0,2486000000.0,309000000.0,706000000.0,12000000.0,969000000.0,341000000.0,494000000.0,6000000.0,961000000.0,,3037000000.0,3281000000.0,1448000000.0,494000000.0,3348000000.0,-0.820896,89000000.0,961000000.0,,350000000.0,339000000.0,-87000000.0,311000000.0,,1257000000.0,67000000.0,,,,,,,,,,,,,,,,,,,
1451520000,,249000000.0,,,,,,,1039000000.0,1039000000.0,,,,,1000000.0,,1257000000.0,20000000.0,2156000000.0,-6000000.0,-14000000.0,66000000.0,111000000.0,,,,,43000000.0,,-53000000.0,-219000000.0,700000000.0,,0.0,-2005000000.0,,,,,1114000000.0,4161000000.0,,,-500000000.0,-349000000.0,,,,14000000.0,,1.407671,-218000000.0,,56000000.0,,,,,,25000000.0,,,,,143000000.0,0.0,,,-115000000.0,461000000.0,3000000.0,,,,237000000.0,,,,,,,,,8000000.0,,,,,,,,,,1594000000.0,,,-24000000.0,,2932000000.0,,83000000.0,1000000.0,,,224000000.0,,,,,,,2895000000.0,,,5532000000.0,,1163000000.0,,,,,,,,63225021.0,,7126000000.0,3000000.0,9673000000.0,89000000.0,,,,,,,6741000000.0,,89000000.0,,91000000.0,,480000000.0,,407000000.0,,,,,164000000.0,,,2462000000.0,,723000000.0,12000000.0,771000000.0,,433000000.0,7000000.0,851000000.0,,2547000000.0,,,,3337000000.0,1.35,81000000.0,,,353000000.0,,-44000000.0,392000000.0,,1039000000.0,,,,,,,,,,,,,,,,,,,,
1459382400,,283000000.0,,,,,,,1136000000.0,1136000000.0,,,,,1000000.0,,1039000000.0,15000000.0,2166000000.0,-60000000.0,-22000000.0,63000000.0,102000000.0,,,,,44000000.0,,-50000000.0,2000000.0,749000000.0,,-1000000.0,-2086000000.0,,,,,1110000000.0,4252000000.0,,,0.0,-242000000.0,,,,20000000.0,,1.401853,97000000.0,,175000000.0,,,,,,25000000.0,,,,,141000000.0,0.0,,,-10000000.0,519000000.0,-2000000.0,,,,231000000.0,,,,,,,,,9000000.0,,,,,,,,,,1702000000.0,,,-24000000.0,,2912000000.0,,85000000.0,5000000.0,,,258000000.0,,,,,,,2958000000.0,,,5476000000.0,,1247000000.0,,,,,,,-4000000.0,62060722.0,,7178000000.0,125000000.0,9901000000.0,87000000.0,,,,,,,6989000000.0,,87000000.0,,87000000.0,,407000000.0,,414000000.0,,,,,115000000.0,,,2578000000.0,,726000000.0,6000000.0,823000000.0,,434000000.0,16000000.0,935000000.0,,2723000000.0,,,,3328000000.0,1.38,85000000.0,,,344000000.0,,-80000000.0,424000000.0,,1136000000.0,,,,,,,,,,,,,,,,,,,,
1467244800,,269000000.0,,,,,,,1215000000.0,1215000000.0,,,,,1000000.0,,1136000000.0,41000000.0,2170000000.0,-4000000.0,-14000000.0,63000000.0,138000000.0,,,,,44000000.0,,-78000000.0,-17000000.0,771000000.0,,0.0,-2058000000.0,,,,,1086000000.0,4228000000.0,,,0.0,-283000000.0,,,,2000000.0,,1.14384,79000000.0,,174000000.0,,,,,,25000000.0,,,,,167000000.0,0.0,,,10000000.0,477000000.0,-1000000.0,,,,268000000.0,,,,,,,,,6000000.0,,,,,,,,,,1671000000.0,,,-24000000.0,,2911000000.0,,86000000.0,0.0,,,244000000.0,,,,,,,3005000000.0,,,5507000000.0,,1290000000.0,,,,,,,-6000000.0,62100839.0,,7178000000.0,96000000.0,9912000000.0,71000000.0,,,,,,,7001000000.0,,71000000.0,,97000000.0,,414000000.0,,421000000.0,,,,,111000000.0,,,2567000000.0,,677000000.0,13000000.0,854000000.0,,423000000.0,-3000000.0,908000000.0,,2734000000.0,,,,3316000000.0,1.13,85000000.0,,,354000000.0,,-83000000.0,436000000.0,,1215000000.0,,,,,,,,,,,,,,,,,,,,
1475193600,6831000000.0,527000000.0,,1085000000.0,2224000000.0,1188000000.0,27000000.0,663000000.0,1188000000.0,1188000000.0,-0.467742,1627000000.0,663000000.0,,1000000.0,-394000000.0,1215000000.0,57000000.0,2224000000.0,-13000000.0,-1545000000.0,62000000.0,-215000000.0,,44000000.0,,4343000000.0,59000000.0,,-119000000.0,-160000000.0,189000000.0,,-7000000.0,-2119000000.0,1257000000.0,-83000000.0,,101000000.0,1085000000.0,4343000000.0,,,0.0,-281000000.0,-23000000.0,-332000000.0,1328000000.0,16000000.0,,-4.451613,-27000000.0,,258000000.0,-2119000000.0,,-300000000.0,55000000.0,,25000000.0,,64000000.0,-0.467742,,-151000000.0,0.0,,69000000.0,172000000.0,541000000.0,-23000000.0,,,,-73000000.0,0.0,,-8000000.0,,712000000.0,671000000.0,,-69000000.0,7000000.0,190000000.0,-1595000000.0,,,-19000000.0,4948000000.0,1000000.0,2401000000.0,30000000.0,1216000000.0,,-281000000.0,-25000000.0,299000000.0,2866000000.0,,83000000.0,26000000.0,100000000.0,-59000000.0,502000000.0,541000000.0,5316000000.0,57000000.0,133000000.0,6532000000.0,113000000.0,2704000000.0,1188000000.0,,5316000000.0,,1248000000.0,,1188000000.0,,,3000000.0,29000000.0,-9000000.0,62000000.0,136000000.0,6532000000.0,139000000.0,9697000000.0,-276000000.0,3321000000.0,,349000000.0,-29000000.0,189000000.0,363000000.0,6831000000.0,-97000000.0,-276000000.0,110000000.0,-272000000.0,,110000000.0,1228000000.0,101000000.0,3055000000.0,2866000000.0,32000000.0,9697000000.0,113000000.0,-500000000.0,3347000000.0,2401000000.0,-29000000.0,671000000.0,-5000000.0,872000000.0,337000000.0,486000000.0,9000000.0,894000000.0,,3347000000.0,2704000000.0,1216000000.0,486000000.0,3055000000.0,-4.46,69000000.0,894000000.0,,349000000.0,52000000.0,-125000000.0,376000000.0,712000000.0,1188000000.0,62000000.0,,,,,,,,,,,,,,,,,,,
1483142400,,262000000.0,,,,,,,704000000.0,704000000.0,,,,,1000000.0,,1188000000.0,-6000000.0,2186000000.0,0.0,-396000000.0,62216863.0,4000000.0,,,,,135000000.0,,-43000000.0,-435000000.0,107000000.0,,-15000000.0,-2097000000.0,,,,,1026000000.0,4283000000.0,,,0.0,-427000000.0,,,,4000000.0,,-0.016073,-484000000.0,,0.0,,,,,,23000000.0,,,,,124000000.0,0.0,,,-156000000.0,458000000.0,2000000.0,,,,216000000.0,,,,,,,,,6000000.0,,,,,,,,,,1016000000.0,,,-24000000.0,,2334000000.0,,77000000.0,96000000.0,,,239000000.0,,,,,,,2679000000.0,,,5046000000.0,,1193000000.0,,,,,,,-2000000.0,62216863.0,,6062000000.0,-43000000.0,9063000000.0,-1000000.0,,,,,,,6729000000.0,,-1000000.0,,10000000.0,,419000000.0,,438000000.0,,,,,106000000.0,,,2348000000.0,,666000000.0,15000000.0,807000000.0,,451000000.0,-2000000.0,858000000.0,,3175000000.0,,,,2825000000.0,-0.016073,69000000.0,,,357000000.0,,-41000000.0,386000000.0,,704000000.0,,,,,,,,,,,,,,,,,,,,
1490918400,,269000000.0,,,,,,,605000000.0,605000000.0,,,,,1000000.0,,704000000.0,30000000.0,2205000000.0,-49000000.0,-16000000.0,63000000.0,132000000.0,,,,,40000000.0,,-61000000.0,-40000000.0,111000000.0,,0.0,-2159000000.0,,,,,1017000000.0,4364000000.0,,,0.0,-365000000.0,,,,31000000.0,,1.478697,-99000000.0,,41000000.0,,,,,,24000000.0,,,,,164000000.0,0.0,,,-122000000.0,520000000.0,-1000000.0,,,,248000000.0,,,,,,,,,6000000.0,,,,,,,,,,1037000000.0,,,-24000000.0,,2377000000.0,,76000000.0,3000000.0,,,245000000.0,,,,,,,2747000000.0,,,5006000000.0,,1320000000.0,,,,,,,-22000000.0,62216934.0,,6043000000.0,-20000000.0,9186000000.0,92000000.0,,,,,,,6809000000.0,,92000000.0,,102000000.0,,423000000.0,,445000000.0,,,,,113000000.0,,,2413000000.0,,687000000.0,10000000.0,887000000.0,,406000000.0,12000000.0,972000000.0,,3300000000.0,,,,2812000000.0,1.47,69000000.0,,,359000000.0,,-100000000.0,433000000.0,,605000000.0,,,,,,,,,,,,,,,,,,,,
1498780800,,202000000.0,,,,,,,492000000.0,492000000.0,,,,,1000000.0,,605000000.0,-4000000.0,1937000000.0,-631000000.0,-501000000.0,62402316.0,-20000000.0,,,,,41000000.0,,-22000000.0,639000000.0,229000000.0,,-15000000.0,-1770000000.0,,,,,1316000000.0,3707000000.0,,,0.0,-289000000.0,,,,8000000.0,,-0.528827,-113000000.0,,196000000.0,,,,,,20000000.0,,,,,33000000.0,0.0,,,112000000.0,392000000.0,-5000000.0,,,,86000000.0,,,,,,,,,2000000.0,,,,,,,,,,895000000.0,,,-14000000.0,,1839000000.0,,65000000.0,13000000.0,,,182000000.0,,,,,,,2768000000.0,,,4212000000.0,,870000000.0,,,,,,,0.0,62402316.0,,5107000000.0,174000000.0,8506000000.0,-33000000.0,,,,,,,6667000000.0,,-33000000.0,,-16000000.0,,411000000.0,,361000000.0,,,,,73000000.0,,,2426000000.0,,631000000.0,-2000000.0,635000000.0,,274000000.0,7000000.0,643000000.0,,3399000000.0,,,,2584000000.0,-0.54,374000000.0,,,331000000.0,,-931000000.0,235000000.0,,492000000.0,,,,,,,,,,,,,,,,,,,,
1506729600,6715000000.0,199000000.0,,1335000000.0,1970000000.0,566000000.0,12000000.0,365000000.0,566000000.0,566000000.0,0.016129,888000000.0,435000000.0,,1000000.0,154000000.0,492000000.0,56000000.0,1970000000.0,0.0,-2000000.0,63000000.0,4000000.0,,-23000000.0,,3762000000.0,33000000.0,,-73000000.0,-10000000.0,235000000.0,,1000000.0,-1792000000.0,1017000000.0,-680000000.0,,50000000.0,1335000000.0,3762000000.0,,,0.0,-222000000.0,-30000000.0,-1119000000.0,753000000.0,8000000.0,,-0.935484,74000000.0,,128000000.0,-1792000000.0,,-199000000.0,-64000000.0,,22000000.0,,62000000.0,0.01,,36000000.0,0.0,,375000000.0,124000000.0,409000000.0,-26000000.0,,,,120000000.0,0.0,,-29000000.0,,,634000000.0,,-622000000.0,6000000.0,232000000.0,-915000000.0,,,-24000000.0,3260000000.0,1000000.0,2465000000.0,20000000.0,968000000.0,,-222000000.0,-15000000.0,135000000.0,1903000000.0,,83000000.0,1000000.0,83000000.0,60000000.0,177000000.0,409000000.0,4244000000.0,-42000000.0,7000000.0,5212000000.0,91000000.0,2696000000.0,566000000.0,,4244000000.0,,880000000.0,,566000000.0,,,-105000000.0,25000000.0,0.0,62000000.0,-98000000.0,5212000000.0,55000000.0,8618000000.0,-57000000.0,2372000000.0,,334000000.0,1000000.0,235000000.0,166000000.0,6715000000.0,-77000000.0,-57000000.0,84000000.0,-52000000.0,,84000000.0,670000000.0,50000000.0,2584000000.0,1903000000.0,113000000.0,8618000000.0,91000000.0,0.0,3406000000.0,2465000000.0,1000000.0,634000000.0,1000000.0,645000000.0,301000000.0,324000000.0,8000000.0,612000000.0,,3406000000.0,2696000000.0,968000000.0,324000000.0,2584000000.0,-0.935484,375000000.0,612000000.0,,334000000.0,51000000.0,-47000000.0,235000000.0,,566000000.0,62000000.0,,,,,,,,,,,,,,,,,,,
1514678400,,192000000.0,,,,,,,601000000.0,601000000.0,,,,,,,566000000.0,14000000.0,1945000000.0,,-2000000.0,62228812.0,7000000.0,,,,,34000000.0,,-24000000.0,99000000.0,355000000.0,,-5000000.0,-1850000000.0,,,,,1298000000.0,3795000000.0,,,,-211000000.0,,,,10000000.0,,-0.064279,35000000.0,,-40000000.0,,,,,,21000000.0,,,,,37000000.0,0.0,,,-109000000.0,382000000.0,8000000.0,,,,120000000.0,,,,,,,,,7000000.0,,,,,,,,,,1003000000.0,,,-14000000.0,,1964000000.0,,79000000.0,3000000.0,,,171000000.0,,,,,,,2678000000.0,,,4253000000.0,,842000000.0,,,,,,,-12000000.0,62228812.0,,5256000000.0,-64000000.0,8655000000.0,-4000000.0,,,,,,,6691000000.0,,-4000000.0,,-7000000.0,,425000000.0,,409000000.0,,,,,92000000.0,,,2475000000.0,,674000000.0,4000000.0,613000000.0,,266000000.0,5000000.0,597000000.0,,3399000000.0,,,,2584000000.0,-0.07,390000000.0,,,315000000.0,,-24000000.0,229000000.0,,601000000.0,,,,,,,,,,,,,,,,,,,,
1522454400,,184000000.0,,,,,,,225000000.0,225000000.0,,,,,,,601000000.0,1000000.0,1940000000.0,,-182000000.0,64000000.0,67000000.0,,,,,34000000.0,,-36000000.0,-319000000.0,59000000.0,,-3000000.0,-1919000000.0,,,,,1290000000.0,3859000000.0,,,,,,,,24000000.0,,1.17,-376000000.0,,16000000.0,,,,,,21000000.0,,,,,91000000.0,,,,-120000000.0,387000000.0,-4000000.0,,,,183000000.0,,,,,,,,,6000000.0,,,,,,,,,,712000000.0,,,-14000000.0,,1713000000.0,,82000000.0,2000000.0,,,163000000.0,,,,,,,,,,4218000000.0,,974000000.0,,,,,,,-16000000.0,63000000.0,,4930000000.0,-20000000.0,8441000000.0,73000000.0,,,,,,,6728000000.0,,73000000.0,,66000000.0,,461000000.0,,541000000.0,,,,,122000000.0,,,2503000000.0,,649000000.0,10000000.0,699000000.0,,266000000.0,-25000000.0,717000000.0,,3511000000.0,,,,2579000000.0,1.15,243000000.0,,,303000000.0,,-76000000.0,275000000.0,,225000000.0,,,,,,,,,,,,,,,,,,,,
1530316800,,224000000.0,,,,,,,182000000.0,182000000.0,,,,,,,225000000.0,-5000000.0,1893000000.0,0.0,-109000000.0,64000000.0,31000000.0,,,,,35000000.0,,-42000000.0,-126000000.0,82000000.0,,-1000000.0,-1933000000.0,,,,,1249000000.0,3826000000.0,,,,,,,,9000000.0,,0.576681,-43000000.0,,119000000.0,,,,,,21000000.0,,,,,66000000.0,,,,16000000.0,397000000.0,-7000000.0,,,,141000000.0,,,,,,,,,7000000.0,,,,,,,,,,742000000.0,,,-16000000.0,,1672000000.0,,75000000.0,2000000.0,,,203000000.0,,,,,,,,,,4083000000.0,,971000000.0,,,,,,,-2000000.0,62426191.0,,4825000000.0,77000000.0,8224000000.0,36000000.0,,,,,,,6552000000.0,,36000000.0,,36000000.0,,450000000.0,,573000000.0,,,,,144000000.0,,,2447000000.0,,656000000.0,-2000000.0,681000000.0,,263000000.0,0.0,690000000.0,,3399000000.0,,,,2450000000.0,0.56,243000000.0,,,304000000.0,,-35000000.0,290000000.0,,182000000.0,,,,,,,,,,,,,,,,,,,,
1538265600,6540000000.0,255000000.0,,1240000000.0,1899000000.0,294000000.0,31000000.0,297000000.0,294000000.0,294000000.0,1.83871,1075000000.0,562000000.0,,1000000.0,-368000000.0,182000000.0,-1000000.0,1899000000.0,0.0,-18000000.0,64000000.0,9000000.0,,-29000000.0,,3847000000.0,33000000.0,,-83000000.0,-22000000.0,254000000.0,,-3000000.0,-1948000000.0,566000000.0,-11000000.0,,56000000.0,1240000000.0,3847000000.0,,,,-291000000.0,-97000000.0,-202000000.0,856000000.0,17000000.0,,0.145161,112000000.0,,202000000.0,-1948000000.0,,-185000000.0,-70000000.0,,21000000.0,,64000000.0,1.79,,26000000.0,,,279000000.0,214000000.0,483000000.0,-94000000.0,,,,118000000.0,,,-12000000.0,,,663000000.0,,-272000000.0,8000000.0,136000000.0,-311000000.0,,,-39000000.0,3743000000.0,1000000.0,2449000000.0,28000000.0,1075000000.0,,-291000000.0,-16000000.0,219000000.0,1712000000.0,,76000000.0,3000000.0,85000000.0,85000000.0,234000000.0,483000000.0,3771000000.0,1000000.0,9000000.0,4846000000.0,74000000.0,2750000000.0,294000000.0,,3771000000.0,,956000000.0,,294000000.0,,,105000000.0,-37000000.0,-9000000.0,62000000.0,114000000.0,4846000000.0,119000000.0,8252000000.0,10000000.0,2668000000.0,,341000000.0,114000000.0,254000000.0,112000000.0,6540000000.0,-60000000.0,10000000.0,117000000.0,10000000.0,,117000000.0,771000000.0,56000000.0,2275000000.0,1712000000.0,10000000.0,8252000000.0,74000000.0,0.0,3406000000.0,2449000000.0,114000000.0,663000000.0,16000000.0,675000000.0,312000000.0,338000000.0,0.0,681000000.0,,3406000000.0,2750000000.0,1075000000.0,338000000.0,2275000000.0,0.145161,279000000.0,681000000.0,,341000000.0,60000000.0,-67000000.0,281000000.0,,294000000.0,62000000.0,,,,,,,,,,,,,,,,,,,
1546214400,,160000000.0,,,,,,,149000000.0,149000000.0,,,,,,,294000000.0,24000000.0,1621000000.0,,-27000000.0,63000000.0,-47000000.0,,,,,27000000.0,,-33000000.0,-50000000.0,229000000.0,,-7000000.0,-1574000000.0,,,,,1159000000.0,3195000000.0,,,,,,,,9000000.0,,-0.766547,-145000000.0,,-67000000.0,,,,,,17000000.0,,,,,-8000000.0,143000000.0,,,-44000000.0,277000000.0,3000000.0,,,,61000000.0,,,,,,,,,7000000.0,,,,,,,,,,906000000.0,,,-16000000.0,,1991000000.0,,81000000.0,5000000.0,,,143000000.0,,,,,,,,,,3732000000.0,,576000000.0,,,,,,,-4000000.0,62618494.0,,4638000000.0,-100000000.0,7943000000.0,-48000000.0,,,,,,,5952000000.0,,-48000000.0,,-71000000.0,,398000000.0,,433000000.0,,,,,62000000.0,,,2289000000.0,,619000000.0,-12000000.0,424000000.0,,257000000.0,6000000.0,448000000.0,,3305000000.0,,,,2275000000.0,-0.766547,285000000.0,,,279000000.0,,-26000000.0,152000000.0,,149000000.0,,,,,,,,,,,,,,,,,,,,
1553990400,,153000000.0,,,,,,,164000000.0,164000000.0,,,,,1000000.0,,149000000.0,1000000.0,1587000000.0,,19000000.0,64000000.0,46000000.0,,,,,26000000.0,,-37000000.0,14000000.0,261000000.0,,-1000000.0,-1580000000.0,,,,,1135000000.0,3167000000.0,,,,-371000000.0,,,,169000000.0,,1.21,15000000.0,,32000000.0,,,,,,17000000.0,,,,,45000000.0,147000000.0,,,-93000000.0,280000000.0,-1000000.0,,,,154000000.0,,,,,,,,,6000000.0,,,,,,,,,,920000000.0,,,-15000000.0,,2087000000.0,,82000000.0,2000000.0,,,136000000.0,,,,,,,2780000000.0,,,3716000000.0,,667000000.0,,,,,,,-156000000.0,63000000.0,,4636000000.0,-5000000.0,7998000000.0,76000000.0,,,,,,,5911000000.0,,76000000.0,,45000000.0,,411000000.0,,426000000.0,,,,,63000000.0,,,2279000000.0,,599000000.0,27000000.0,469000000.0,,232000000.0,12000000.0,522000000.0,,3362000000.0,,,,2275000000.0,1.19,283000000.0,,,296000000.0,,-31000000.0,198000000.0,,164000000.0,,,,,,,,,,,,,,,,,,,,
1561852800,,167000000.0,,,,,,,132000000.0,132000000.0,,,,,1000000.0,,164000000.0,-1000000.0,1580000000.0,-1000000.0,-2000000.0,62000000.0,22000000.0,,,,,28000000.0,,-33000000.0,-147000000.0,332000000.0,,0.0,-1616000000.0,,,,,1118000000.0,3196000000.0,,,-200000000.0,-368000000.0,,,,7000000.0,,1.090505,-32000000.0,,128000000.0,,,,,,17000000.0,,,,,40000000.0,159000000.0,,,5000000.0,275000000.0,-1000000.0,,,,102000000.0,,,,,,,,,4000000.0,,,,,,,,,,1007000000.0,,,-17000000.0,,2037000000.0,,62000000.0,2000000.0,,,150000000.0,,,,,,,2830000000.0,,,3701000000.0,,641000000.0,,,,,,,0.0,60522411.0,,4708000000.0,95000000.0,7925000000.0,66000000.0,,,,,,,5888000000.0,,66000000.0,,23000000.0,,406000000.0,,419000000.0,,,,,47000000.0,,,2285000000.0,,595000000.0,3000000.0,434000000.0,,241000000.0,5000000.0,507000000.0,,3217000000.0,,,,2275000000.0,1.05,284000000.0,,,310000000.0,,-13000000.0,207000000.0,,132000000.0,,,,,,,,,,,,,,,,,,,,
