,quarterlyFreeCashFlow,trailingNetOtherInvestingChanges,annualChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingChangeInWorkingCapital,quarterlyRetainedEarnings,annualRetainedEarnings,trailingCommonStockIssuance,trailingFreeCashFlow,quarterlyBasicEPS,trailingNetIncome,quarterlyCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,annualTotalAssets,quarterlyCurrentLiabilities,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyGoodwill,annualNetOtherInvestingChanges,quarterlySellingGeneralAndAdministration,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,annualOtherCurrentAssets,annualEndCashPosition,annualPretaxIncome,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualNonCurrentDeferredRevenue,annualCostOfRevenue,annualCurrentDebt,quarterlyTotalAssets,annualOperatingIncome,trailingTotalRevenue,annualNetIncome,annualLongTermDebt,quarterlyTotalNonCurrentAssets,annualFreeCashFlow,trailingEndCashPosition,annualAccountsPayable,trailingInvestingCashFlow,quarterlyDepreciationAndAmortization,trailingTaxProvision,annualStockholdersEquity,annualOtherNonCashItems,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,annualRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,annualCurrentAccruedExpenses,annualTaxProvision,annualDepreciationAndAmortization,annualCashAndCashEquivalents,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,annualCurrentAssets,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyOperatingExpense,quarterlyInventory,quarterlyChangeInInventory,annualOtherNonCurrentAssets,annualOtherIntangibleAssets,annualCurrentLiabilities,annualBasicEPS,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualNetPPE,quarterlyCashDividendsPaid,annualCommonStockIssuance,annualOperatingCashFlow,quarterlyDilutedAverageShares,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetIncomeCommonStockholders,annualRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualEbitda,trailingRepaymentOfDebt,annualOtherNonCurrentLiabilities,annualChangeInCashSupplementalAsReported,quarterlyPretaxIncome,quarterlyDilutedEPS,quarterlyNetOtherInvestingChanges,trailingGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfBusiness,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,annualBeginningCashPosition,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,quarterlyChangesInAccountReceivables,annualDilutedEPS,annualOtherIncomeExpense,quarterlyOtherIntangibleAssets,trailingChangeInCashSupplementalAsReported,annualTotalNonCurrentAssets,annualDilutedAverageShares,quarterlyCurrentDebt,annualGrossPPE,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,annualSellingGeneralAndAdministration,trailingDepreciationAndAmortization,trailingNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,annualPurchaseOfBusiness,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyGrossPPE,trailingStockBasedCompensation,annualChangeInInventory,annualCapitalExpenditure,quarterlyBasicAverageShares,annualOperatingExpense,annualNonCurrentDeferredTaxesLiabilities,trailingDeferredIncomeTax,annualCashFlowFromContinuingFinancingActivities,quarterlyTotalRevenue,quarterlyCapitalExpenditure,trailingNetOtherFinancingCharges,annualInvestingCashFlow,quarterlyOperatingCashFlow,annualBasicAverageShares,annualChangesInAccountReceivables,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,trailingCostOfRevenue,annualInterestExpense,trailingBeginningCashPosition,quarterlyOtherNonCashItems,trailingCashDividendsPaid,annualTotalRevenue,annualCapitalStock,trailingOperatingExpense,quarterlyTaxProvision,quarterlyNetPPE,quarterlyRepurchaseOfCapitalStock,annualGrossProfit,annualNetOtherFinancingCharges,quarterlyStockBasedCompensation,annualStockBasedCompensation,annualGoodwill,annualAccumulatedDepreciation,annualDeferredIncomeTax,annualInventory,quarterlyEbitda,trailingInterestExpense,quarterlyPurchaseOfInvestment,annualSaleOfInvestment,trailingSellingGeneralAndAdministration,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualResearchAndDevelopment,annualPurchaseOfInvestment,trailingBasicEPS,annualIncomeTaxPayable,trailingChangeInAccountPayable,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,trailingResearchAndDevelopment,annualOtherShortTermInvestments,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingOtherNonCashItems,annualCurrentDeferredRevenue,quarterlySaleOfInvestment,trailingPurchaseOfBusiness,trailingDilutedEPS,quarterlyOtherShortTermInvestments
1433030400,515000000.0,,-437000000.0,16119000000.0,,16900000000.0,16900000000.0,,,-3.168924,,10941000000.0,172000000.0,37069000000.0,5957000000.0,,22076000000.0,3810000000.0,24000000.0,2190000000.0,-227000000.0,218000000.0,0.0,3763000000.0,1627000000.0,-895000000.0,,181000000.0,38895000000.0,19000000.0,37069000000.0,2143000000.0,,1050000000.0,7249000000.0,26128000000.0,1019000000.0,,2066000000.0,,657000000.0,,14993000000.0,-294000000.0,1443000000.0,22076000000.0,1258000000.0,,-1254000000.0,850000000.0,64000000.0,3872000000.0,577000000.0,2611000000.0,3763000000.0,-895000000.0,-895000000.0,7249000000.0,10941000000.0,,5719000000.0,1747000000.0,-303000000.0,1895000000.0,498000000.0,,1443000000.0,,5957000000.0,3.717733,5719000000.0,3872000000.0,11264000000.0,-1370000000.0,3763000000.0,20875000000.0,-56000000.0,320000000.0,5366000000.0,283000000.0,659000000.0,16119000000.0,1050000000.0,-5000000.0,3478000000.0,32000000.0,4754000000.0,,218000000.0,855000000.0,-1416000000.0,-3.168924,8000000.0,,3763000000.0,0.0,,14993000000.0,0.0,2908000000.0,-21989000000.0,-4000000.0,3763000000.0,3763000000.0,,0.0,,-192000000.0,3.65,-295000000.0,,,26128000000.0,287000000.0,19000000.0,42864000000.0,,68000000.0,2190000000.0,,,-234000000.0,-1045000000.0,1050000000.0,48000000.0,-934000000.0,426000000.0,181000000.0,-1429000000.0,172000000.0,2066000000.0,42864000000.0,,,-4347000000.0,282430208.0,6415000000.0,1747000000.0,,1349000000.0,12114000000.0,-1378000000.0,,-5752000000.0,1893000000.0,282430208.0,-392000000.0,0.0,285000000.0,,235000000.0,,-874000000.0,,47453000000.0,32000000.0,,-521000000.0,20875000000.0,-238000000.0,8558000000.0,344000000.0,27000000.0,133000000.0,3810000000.0,-21989000000.0,-572000000.0,498000000.0,-388000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1440979200,32000000.0,,,16118000000.0,,17434000000.0,,,,2.450603,,10703000000.0,,,5844000000.0,,,3792000000.0,,5932000000.0,,161000000.0,,,,692000000.0,,,,,37245000000.0,,,,,26542000000.0,,,,,648000000.0,,,,1267000000.0,21962000000.0,-151000000.0,,,2807000000.0,52000000.0,,,,,692000000.0,692000000.0,7244000000.0,,,,1781000000.0,3000000.0,1663000000.0,488000000.0,,,,,,5617000000.0,3781000000.0,9472000000.0,-1199000000.0,3543000000.0,,-71000000.0,,,286000000.0,,,,,3763000000.0,32000000.0,,,,,1084000000.0,2.42,10000000.0,,,,,15283000000.0,,,-22506000000.0,-15000000.0,3543000000.0,3543000000.0,,0.0,,50000000.0,,,,,,,14000000.0,,,63000000.0,,,,-224000000.0,1144000000.0,,46000000.0,20000000.0,-200000000.0,174000000.0,,10000000.0,2049000000.0,43989000000.0,,,,282379446.0,,,,,12279000000.0,-1209000000.0,,,1241000000.0,,,0.0,-220000000.0,,,,101000000.0,,,,,392000000.0,21483000000.0,-190000000.0,,,53000000.0,,,,,,1792000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1448841600,-140000000.0,,,17430000000.0,,18048000000.0,,,,2.441696,,11152000000.0,,,5951000000.0,,,3806000000.0,,4570000000.0,,216000000.0,,,,691000000.0,,,,,38371000000.0,,,,,27219000000.0,,,,,653000000.0,,,,1135000000.0,23381000000.0,217000000.0,,,2866000000.0,-60000000.0,,,,,691000000.0,691000000.0,8481000000.0,,,,1759000000.0,-8000000.0,1729000000.0,493000000.0,,,,,,5865000000.0,3808000000.0,9587000000.0,-1351000000.0,3647000000.0,,-70000000.0,,,283196721.0,,,,,3543000000.0,32000000.0,,,,,1055000000.0,2.44,2000000.0,,,,,14990000000.0,,,-22964000000.0,-2000000.0,3647000000.0,3647000000.0,,0.0,,-313000000.0,,,,,,,14000000.0,,,74000000.0,,,,257000000.0,1137000000.0,,16000000.0,-68000000.0,-125000000.0,167000000.0,,-41000000.0,2129000000.0,45242000000.0,,,,283000000.0,,,,,12453000000.0,-1353000000.0,,,1213000000.0,,,0.0,104000000.0,,,,-6000000.0,,,,,364000000.0,22278000000.0,-911000000.0,,,33000000.0,,,,,,1790000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1456704000,342000000.0,,,17553000000.0,,18481000000.0,,,,1.843636,,10237000000.0,,,5939000000.0,,,3764000000.0,,4712000000.0,,236000000.0,,,,507000000.0,,,,,37819000000.0,,,,,27582000000.0,,,,,663000000.0,,,,1266000000.0,23492000000.0,-212000000.0,,,2871000000.0,1000000.0,,,,,507000000.0,507000000.0,8477000000.0,,,,2046000000.0,-1000000.0,2007000000.0,476000000.0,,,,,,5634000000.0,3904000000.0,9783000000.0,-1029000000.0,2841000000.0,,-69000000.0,,,275543478.0,,,,,3647000000.0,32000000.0,,,,,782000000.0,1.84,-29000000.0,,,,,14327000000.0,,,-23480000000.0,-11000000.0,2841000000.0,2841000000.0,,0.0,,185000000.0,,,,,,,11000000.0,,,81000000.0,,,,-1094000000.0,864000000.0,,17000000.0,336000000.0,-226000000.0,161000000.0,,-159000000.0,2024000000.0,46032000000.0,,,,275000000.0,,,,,12654000000.0,-1000000000.0,,,1342000000.0,,,0.0,-806000000.0,,,,398000000.0,,,,,275000000.0,22552000000.0,-1032000000.0,,,29000000.0,,,,,,1527000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1464652800,656000000.0,,-537000000.0,24272000000.0,,18371000000.0,18371000000.0,,,-0.263629,,11989000000.0,-169000000.0,46064000000.0,8008000000.0,,32280000000.0,6747000000.0,-10000000.0,1498000000.0,-277000000.0,771000000.0,0.0,3534000000.0,2740000000.0,-70000000.0,,155000000.0,40037000000.0,29000000.0,46064000000.0,3077000000.0,,1820000000.0,13838000000.0,34075000000.0,890000000.0,,2944000000.0,,667000000.0,,13784000000.0,296000000.0,2036000000.0,32280000000.0,613000000.0,,-2722000000.0,1784000000.0,139000000.0,3920000000.0,920000000.0,2631000000.0,3534000000.0,-70000000.0,-70000000.0,13838000000.0,11989000000.0,,7252000000.0,1567000000.0,-16000000.0,1852000000.0,496000000.0,,2036000000.0,1008000000.0,8008000000.0,6.854363,7252000000.0,3920000000.0,11195000000.0,-5867000000.0,3534000000.0,24284000000.0,-67000000.0,183000000.0,5708000000.0,269000000.0,467000000.0,24272000000.0,1820000000.0,-41000000.0,2841000000.0,32000000.0,5708000000.0,,771000000.0,-229000000.0,-181000000.0,-0.263629,7000000.0,,3534000000.0,-4618000000.0,,13784000000.0,0.0,3763000000.0,-22734000000.0,-13000000.0,3534000000.0,3534000000.0,,0.0,,-121000000.0,6.51,-22000000.0,1008000000.0,,34075000000.0,279000000.0,29000000.0,47018000000.0,,97000000.0,1498000000.0,,,4672000000.0,-68000000.0,1820000000.0,104000000.0,-257000000.0,14000000.0,155000000.0,-4618000000.0,-169000000.0,2944000000.0,47018000000.0,,,-4818000000.0,265524323.0,7251000000.0,1567000000.0,,3611000000.0,12979000000.0,-1256000000.0,,-9446000000.0,1912000000.0,265524323.0,-199000000.0,0.0,693000000.0,,336000000.0,,-197000000.0,,50365000000.0,32000000.0,,-111000000.0,24284000000.0,-589000000.0,10328000000.0,132000000.0,29000000.0,144000000.0,6747000000.0,-22734000000.0,31000000.0,496000000.0,599000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472601600,-244000000.0,,,23959000000.0,,18862000000.0,,,,2.657993,,11401000000.0,,,7474000000.0,,,6783000000.0,,5311000000.0,,454000000.0,,,,715000000.0,,,,,45575000000.0,,,,,34174000000.0,,,,,739000000.0,,,,2587000000.0,31433000000.0,-753000000.0,,,3335000000.0,27000000.0,,,,,715000000.0,715000000.0,13735000000.0,,,,1762000000.0,-9000000.0,2071000000.0,512000000.0,,,,,,7233000000.0,4576000000.0,11328000000.0,-1206000000.0,2989000000.0,,-106000000.0,,,269811321.0,,,,,3534000000.0,32000000.0,,,,,1142000000.0,2.65,9000000.0,,,,,14142000000.0,,,-23317000000.0,-12000000.0,2989000000.0,2989000000.0,,0.0,,20000000.0,,,,,,,47000000.0,,,113000000.0,,,,-313000000.0,1264000000.0,,40000000.0,173000000.0,-752000000.0,150000000.0,,-176000000.0,2851000000.0,48121000000.0,,,,269000000.0,,,,,14663000000.0,-1215000000.0,,,971000000.0,,,0.0,-545000000.0,,,,269000000.0,,,,,427000000.0,24804000000.0,-222000000.0,,,57000000.0,,,,,,2003000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480464000,198000000.0,,,24010000000.0,,19410000000.0,,,,2.592593,,12052000000.0,,,7807000000.0,,,6921000000.0,,5353000000.0,,423000000.0,,,,700000000.0,,,,,46348000000.0,,,,,34296000000.0,,,,,740000000.0,,,,2068000000.0,31817000000.0,820000000.0,,,3368000000.0,-32000000.0,,,,,700000000.0,700000000.0,13553000000.0,,,,2148000000.0,30000000.0,2201000000.0,517000000.0,,,,,,7575000000.0,4810000000.0,11563000000.0,-1375000000.0,3059000000.0,,-107000000.0,,,270270270.0,,,,,2989000000.0,32000000.0,,,,,1078000000.0,2.59,91000000.0,,,,,14531000000.0,,,-23611000000.0,-31000000.0,3059000000.0,3059000000.0,,0.0,,-533000000.0,,,,,,,43000000.0,,,119000000.0,,,,-118000000.0,1167000000.0,,124000000.0,147000000.0,39000000.0,145000000.0,,-425000000.0,2954000000.0,48918000000.0,,,,270000000.0,,,,,14931000000.0,-1466000000.0,,,1664000000.0,,,0.0,70000000.0,,,,220000000.0,,,,,378000000.0,25307000000.0,-112000000.0,,,36000000.0,,,,,,1907000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1488240000,-1099000000.0,,,24147000000.0,,19830000000.0,,,,2.11,,11938000000.0,,,7450000000.0,,,7000000000.0,,5395000000.0,,491000000.0,,,,561000000.0,,,,,46781000000.0,,,,,34843000000.0,,,,,762000000.0,,,,2230000000.0,31597000000.0,-1709000000.0,,,3185000000.0,7000000.0,,,,,562000000.0,562000000.0,14713000000.0,,,,2299000000.0,-4000000.0,2160000000.0,527000000.0,,,,,,7418000000.0,4698000000.0,11812000000.0,-1086000000.0,3173000000.0,,-106000000.0,,,271000000.0,,,,,3059000000.0,32000000.0,,,,,899000000.0,2.07,23000000.0,,,,,15184000000.0,,,-24139000000.0,-6000000.0,3173000000.0,3173000000.0,,0.0,,173000000.0,,,,,,,45000000.0,,,122000000.0,,,,1162000000.0,1025000000.0,,101000000.0,154000000.0,-1537000000.0,142000000.0,,-334000000.0,2707000000.0,49752000000.0,,,,266000000.0,,,,,14997000000.0,-1109000000.0,,,10000000.0,,,0.0,114000000.0,,,,30000000.0,,,,,337000000.0,25613000000.0,-24000000.0,,,30000000.0,,,,,,1787000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1496188800,959000000.0,,-2202000000.0,24559000000.0,,20833000000.0,20833000000.0,,,3.802318,,12628000000.0,-415000000.0,48552000000.0,7920000000.0,,32479000000.0,7154000000.0,135000000.0,24000000.0,-426000000.0,474000000.0,0.0,3969000000.0,4579000000.0,1020000000.0,,137000000.0,46511000000.0,22000000.0,48552000000.0,5037000000.0,,2997000000.0,14909000000.0,35924000000.0,-186000000.0,,2752000000.0,,754000000.0,,16073000000.0,1199000000.0,2789000000.0,32479000000.0,1745000000.0,,-509000000.0,3920000000.0,16000000.0,5146000000.0,1582000000.0,2995000000.0,3969000000.0,1020000000.0,1020000000.0,14909000000.0,12628000000.0,,7599000000.0,2527000000.0,4000000.0,2339000000.0,514000000.0,,2789000000.0,529000000.0,7920000000.0,11.172104,7599000000.0,5146000000.0,11808000000.0,-1314000000.0,3969000000.0,25981000000.0,-107000000.0,337000000.0,4930000000.0,271000000.0,103000000.0,24559000000.0,2997000000.0,-82000000.0,3173000000.0,32000000.0,8032000000.0,,474000000.0,435000000.0,1460000000.0,3.75,12000000.0,,3969000000.0,,,16073000000.0,0.0,3534000000.0,-24645000000.0,-33000000.0,3969000000.0,3969000000.0,,0.0,,-216000000.0,11.07,21000000.0,529000000.0,,35924000000.0,270000000.0,22000000.0,50626000000.0,,125000000.0,24000000.0,,,-203000000.0,1581000000.0,2997000000.0,72000000.0,435000000.0,48000000.0,137000000.0,0.0,-415000000.0,2752000000.0,50626000000.0,,,-5116000000.0,268257434.0,8771000000.0,2527000000.0,,528000000.0,15728000000.0,-1326000000.0,,-4981000000.0,2285000000.0,268257434.0,-556000000.0,0.0,796000000.0,,512000000.0,,31000000.0,,60319000000.0,32000000.0,,440000000.0,25981000000.0,-151000000.0,13808000000.0,18000000.0,31000000.0,154000000.0,7154000000.0,-24645000000.0,909000000.0,514000000.0,1581000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1504137600,-454000000.0,,,24942000000.0,,21156000000.0,,,,2.191176,,12722000000.0,,,7790000000.0,,,7382000000.0,,5518000000.0,,458000000.0,,,,596000000.0,,,,,49350000000.0,,,,,36628000000.0,,,,,751000000.0,,,,3011000000.0,32732000000.0,-540000000.0,,,3387000000.0,-6000000.0,,,,,596000000.0,596000000.0,15137000000.0,,,,2730000000.0,-21000000.0,2270000000.0,516000000.0,,,,,,8006000000.0,4833000000.0,11910000000.0,-1038000000.0,3503000000.0,,-134000000.0,,,272146119.0,,,,,3969000000.0,32000000.0,,,,,982000000.0,2.19,6000000.0,,,,,16618000000.0,,,-25305000000.0,-12000000.0,3503000000.0,3503000000.0,,0.0,,-271000000.0,,,,,,,19000000.0,,,114000000.0,,,,-88000000.0,1117000000.0,,150000000.0,97000000.0,-976000000.0,126000000.0,,-325000000.0,2938000000.0,51540000000.0,,,,272000000.0,,,,,15297000000.0,-1044000000.0,,,590000000.0,,,0.0,-466000000.0,,,,219000000.0,,,,,386000000.0,26235000000.0,-86000000.0,,,62000000.0,,,,,,1868000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512000000,-669000000.0,,,24999000000.0,,21785000000.0,,,,2.849265,,12881000000.0,,,8227000000.0,,,7325000000.0,,5742000000.0,,457000000.0,,,,775000000.0,,,,,50281000000.0,,,,,37400000000.0,,,,,756000000.0,,,,2785000000.0,33226000000.0,-24000000.0,,,3657000000.0,9000000.0,,,,,775000000.0,775000000.0,15180000000.0,,,,3088000000.0,1000000.0,2395000000.0,533000000.0,,,,,,8655000000.0,4819000000.0,12656000000.0,-1615000000.0,2768000000.0,,-134000000.0,,,272887324.0,,,,,3503000000.0,32000000.0,,,,,1139000000.0,2.84,6000000.0,,,,,17055000000.0,,,-25950000000.0,-16000000.0,2768000000.0,2768000000.0,,0.0,,-712000000.0,,,,,,,261000000.0,,,124000000.0,,,,-20000000.0,1262000000.0,,55000000.0,230000000.0,-950000000.0,122000000.0,,-434000000.0,3147000000.0,53240000000.0,,,,272000000.0,,,,,16313000000.0,-1577000000.0,,,908000000.0,,,0.0,-735000000.0,,,,327000000.0,,,,,364000000.0,27290000000.0,-184000000.0,,,41000000.0,,,,,,2018000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519776000,-1709000000.0,,,23454000000.0,,23710000000.0,,,,7.59707,,13575000000.0,,,9503000000.0,,,7464000000.0,,5981000000.0,,484000000.0,,,,2074000000.0,,,,,51851000000.0,,,,,38276000000.0,,,,,786000000.0,,,,3115000000.0,32957000000.0,-2217000000.0,,,3409000000.0,3000000.0,,,,,2074000000.0,2074000000.0,16017000000.0,,,,2401000000.0,-2000000.0,2408000000.0,523000000.0,,,,,,8671000000.0,4838000000.0,13117000000.0,-1364000000.0,2789000000.0,,-134000000.0,,,273254282.0,,,,,2768000000.0,32000000.0,,,,,874000000.0,7.59,9000000.0,,,0.0,,18894000000.0,,,-26680000000.0,-3000000.0,2789000000.0,2789000000.0,,0.0,,-3000000.0,,,,,,,1563000000.0,,,125000000.0,,,,1685000000.0,1001000000.0,,79000000.0,-1241000000.0,-2048000000.0,124000000.0,,-357000000.0,3102000000.0,54377000000.0,,,,273000000.0,,,,,16526000000.0,-1373000000.0,,,-336000000.0,,,0.0,21000000.0,,,,-1148000000.0,,,,,-1200000000.0,27697000000.0,-288000000.0,,,32000000.0,,,,,,1787000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1527724800,1843000000.0,,-3460000000.0,23287000000.0,,24823000000.0,24823000000.0,,,4.23804,,13341000000.0,-578000000.0,52330000000.0,9627000000.0,,32914000000.0,6973000000.0,42000000.0,10000000.0,-535000000.0,534000000.0,,3265000000.0,4353000000.0,1127000000.0,,121000000.0,50750000000.0,1342000000.0,52330000000.0,4272000000.0,,4572000000.0,15243000000.0,38989000000.0,-989000000.0,,2977000000.0,,802000000.0,,19416000000.0,182000000.0,3382000000.0,32914000000.0,2922000000.0,,-1017000000.0,4247000000.0,4000000.0,4041000000.0,-219000000.0,3095000000.0,3265000000.0,1127000000.0,1127000000.0,15243000000.0,13341000000.0,,8481000000.0,2867000000.0,-365000000.0,2377000000.0,525000000.0,,3382000000.0,480000000.0,9627000000.0,17.192828,8481000000.0,4041000000.0,13067000000.0,-1660000000.0,3265000000.0,28154000000.0,-133000000.0,327000000.0,4674000000.0,271000000.0,141000000.0,23287000000.0,4572000000.0,-38000000.0,2789000000.0,32000000.0,4272000000.0,,534000000.0,-704000000.0,1358000000.0,4.15,21000000.0,,3265000000.0,-135000000.0,,19416000000.0,,3969000000.0,-26967000000.0,-7000000.0,3265000000.0,3265000000.0,,,,-63000000.0,16.79,591000000.0,480000000.0,,38989000000.0,272304943.0,1342000000.0,55121000000.0,,147000000.0,10000000.0,,,-1350000000.0,1870000000.0,4572000000.0,43000000.0,683000000.0,514000000.0,121000000.0,-179000000.0,-578000000.0,2977000000.0,55121000000.0,,,-5663000000.0,265924840.0,9450000000.0,2867000000.0,,227000000.0,17314000000.0,-1669000000.0,,-5677000000.0,3512000000.0,265924840.0,-1049000000.0,,476000000.0,,558000000.0,,784000000.0,,65450000000.0,32000000.0,,231000000.0,28154000000.0,-459000000.0,14700000000.0,10000000.0,32000000.0,167000000.0,6973000000.0,-26967000000.0,-231000000.0,525000000.0,1870000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535673600,-478000000.0,,,23122000000.0,,25315000000.0,,,,3.15,,12641000000.0,,,9606000000.0,,,6869000000.0,,,,448000000.0,,,,834000000.0,,,,,51901000000.0,,,,,39260000000.0,,,,,808000000.0,,,,3612000000.0,32728000000.0,-584000000.0,,,3473000000.0,4000000.0,,,,,835000000.0,835000000.0,15241000000.0,,,,2948000000.0,142000000.0,2402000000.0,523000000.0,,,,,,8716000000.0,4837000000.0,13579000000.0,-1101000000.0,2369000000.0,,-173000000.0,,,269000000.0,,,,,3265000000.0,32000000.0,,,,,1101000000.0,3.1,78000000.0,,,,,19173000000.0,,,-27547000000.0,-2000000.0,2369000000.0,2369000000.0,,,,-380000000.0,,,,,,,1703000000.0,,,112000000.0,,,,-472000000.0,1071000000.0,,25000000.0,23000000.0,-1115000000.0,156000000.0,,-763000000.0,3066000000.0,56326000000.0,,,,265000000.0,,,,,17052000000.0,-1179000000.0,,,701000000.0,,,,-896000000.0,,,,,,,,,266000000.0,28779000000.0,-625000000.0,,,68000000.0,,,,,,1879000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1543536000,23000000.0,,,24499000000.0,,26080000000.0,,,,3.515038,,13438000000.0,,,9496000000.0,,,6908000000.0,,,,526000000.0,,,,935000000.0,,,,,53289000000.0,,,,,39851000000.0,,,,,828000000.0,,,,3556000000.0,33995000000.0,357000000.0,,,3751000000.0,-3000000.0,,,,,935000000.0,935000000.0,16399000000.0,,,,3253000000.0,138000000.0,2583000000.0,522000000.0,,,,,,9573000000.0,5204000000.0,14073000000.0,-1480000000.0,2123000000.0,,0.0,,,266381766.0,,,,,2369000000.0,32000000.0,,,,,1177000000.0,3.51,-25000000.0,,,,,19294000000.0,,,-28114000000.0,-783000000.0,2123000000.0,2123000000.0,,,,-963000000.0,,,,,,,892000000.0,,,129000000.0,,,,-230000000.0,1168000000.0,,20000000.0,213000000.0,-616000000.0,137000000.0,,-817000000.0,3400000000.0,57501000000.0,,,,266000000.0,,,,,17824000000.0,-1455000000.0,,,1478000000.0,,,,-246000000.0,,,,,,,,,242000000.0,29387000000.0,-646000000.0,,,40000000.0,,,,,,1168000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1551312000,21000000.0,,,25314000000.0,,26650000000.0,,,,2.83,,13500000000.0,,,9256000000.0,,,6916000000.0,,,,547000000.0,,,,738000000.0,,,,,54464000000.0,,,,,40964000000.0,,,,,851000000.0,,,,4280000000.0,34570000000.0,-1080000000.0,,,3398000000.0,4000000.0,,,,,739000000.0,739000000.0,17218000000.0,,,,3211000000.0,151000000.0,2483000000.0,546000000.0,,,,,,9037000000.0,4902000000.0,13612000000.0,-1114000000.0,2872000000.0,,-341000000.0,,,263000000.0,,,,,2123000000.0,32000000.0,,,,,931000000.0,2.8,9000000.0,,,0.0,,19894000000.0,,,-28396000000.0,-89000000.0,2872000000.0,2872000000.0,,,,,,,,,,,1198000000.0,,,135000000.0,,,,695000000.0,915000000.0,,13000000.0,14000000.0,-554000000.0,118000000.0,,-737000000.0,3156000000.0,58164000000.0,,,,261000000.0,,,,,17010000000.0,-1123000000.0,,,1144000000.0,,,,749000000.0,,,,,,,,,192000000.0,29768000000.0,-94000000.0,,,33000000.0,,,,,,1766000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
