date,annualCurrentDeferredRevenue,trailingCostOfRevenue,annualEndCashPosition,annualCurrentDebt,trailingChangeInAccountPayable,annualTotalRevenue,quarterlyNetIncomeCommonStockholders,annualCostOfRevenue,trailingOperatingIncome,annualOtherCurrentAssets,trailingTotalRevenue,annualOperatingIncome,quarterlyEbitda,quarterlyCashDividendsPaid,annualNetOtherFinancingCharges,quarterlyDilutedEPS,quarterlyStockBasedCompensation,annualFreeCashFlow,quarterlyEndCashPosition,annualAccountsPayable,quarterlyInvestingCashFlow,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingEndCashPosition,annualChangeInAccountPayable,trailingTaxProvision,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,annualChangeInWorkingCapital,annualNetIncomeContinuousOperations,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,quarterlyDeferredIncomeTax,annualRepurchaseOfCapitalStock,quarterlyRetainedEarnings,quarterlyGrossPPE,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyIncomeTaxPayable,annualOperatingExpense,quarterlyCurrentAssets,annualDilutedEPS,trailingNetIncome,annualDilutedAverageShares,annualCashAndCashEquivalents,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,annualNetOtherInvestingChanges,trailingPretaxIncome,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,annualAccountsReceivable,annualCurrentAssets,quarterlyOtherCurrentAssets,annualLongTermDebt,annualNetIncome,annualBeginningCashPosition,quarterlyChangeInInventory,quarterlyCurrentAccruedExpenses,quarterlyBasicAverageShares,quarterlyAccountsReceivable,annualOtherNonCurrentAssets,quarterlyCostOfRevenue,annualSaleOfInvestment,annualSellingGeneralAndAdministration,annualNetIncomeCommonStockholders,annualBasicAverageShares,annualStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherNonCashItems,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyNetIncome,quarterlyGoodwill,trailingCommonStockIssuance,annualRetainedEarnings,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,annualTotalAssets,trailingNetIncomeCommonStockholders,annualTaxProvision,annualDepreciationAndAmortization,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyNetIncomeContinuousOperations,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,quarterlyNetPPE,trailingOtherIncomeExpense,annualCapitalStock,quarterlyInventory,quarterlyTaxProvision,annualTotalNonCurrentAssets,quarterlyOperatingExpense,annualGrossProfit,annualOtherIncomeExpense,annualCurrentLiabilities,annualStockBasedCompensation,quarterlyBasicEPS,quarterlyOtherIntangibleAssets,annualNetPPE,annualOperatingCashFlow,annualInventory,trailingDepreciationAndAmortization,quarterlyCurrentDebt,quarterlyInterestExpense,trailingChangeInInventory,trailingCashFlowFromContinuingFinancingActivities,annualOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,trailingPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,annualEbitda,annualNonCurrentDeferredTaxesLiabilities,quarterlyCommonStockIssuance,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,quarterlyPretaxIncome,annualChangeInInventory,quarterlyPurchaseOfBusiness,quarterlyCapitalExpenditure,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOperatingCashFlow,annualInterestExpense,annualChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyOtherCurrentLiabilities,trailingCashDividendsPaid,trailingInterestExpense,annualPretaxIncome,trailingChangesInAccountReceivables,quarterlyTotalAssets,trailingCapitalExpenditure,quarterlyChangesInAccountReceivables,trailingOperatingExpense,quarterlyTotalNonCurrentAssets,annualGrossPPE,trailingInvestingCashFlow,trailingChangeInCashSupplementalAsReported,annualGoodwill,annualAccumulatedDepreciation,annualIncomeTaxPayable,quarterlyChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualRepaymentOfDebt,quarterlyAccountsPayable,trailingRepaymentOfDebt,trailingChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCapitalExpenditure,annualChangeInCashSupplementalAsReported,annualBasicEPS,trailingStockBasedCompensation,trailingGrossProfit,quarterlyDilutedAverageShares,trailingDeferredIncomeTax,annualCashFlowFromContinuingFinancingActivities,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualInvestingCashFlow,quarterlyInvestmentsAndAdvances,trailingOtherNonCashItems,quarterlyPurchaseOfInvestment,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,trailingResearchAndDevelopment,trailingSellingGeneralAndAdministration,trailingSaleOfInvestment,trailingDilutedEPS,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,annualPurchaseOfInvestment,quarterlyNonCurrentDeferredRevenue,annualOtherShortTermInvestments,trailingBasicEPS
2016-06-30,,,,,,,140100000.0,,,,,,238800000.0,-35500000.0,,2.36,8400000.0,,119900000.0,,-95300000.0,,21700000.0,8400000.0,,,,,,215900000.0,1903500000.0,-8100000.0,,,,141500000.0,-15100000.0,,3183900000.0,1126600000.0,853100000.0,,,,,1852400000.0,,,,,,941600000.0,,,715200000.0,92400000.0,,,,0.0,,,,-2100000.0,366800000.0,58100000.0,1105800000.0,,460800000.0,,,,,,1050400000.0,,,9100000.0,480800000.0,140100000.0,788200000.0,,,-75900000.0,,,,,,264900000.0,2583600000.0,143400000.0,-708100000.0,0.0,13500000.0,119900000.0,119900000.0,,,1000000.0,418500000.0,,,507100000.0,62200000.0,,264900000.0,,,,,2.41,189200000.0,,,,,174400000.0,12900000.0,,,,-4000000.0,,-52600000.0,50400000.0,,,18500000.0,,,204200000.0,,,-20600000.0,,162100000.0,,,,68900000.0,,,,,4505100000.0,,-6800000.0,,2652700000.0,,,,,,,13600000.0,,-35400000.0,,106300000.0,67400000.0,,169100000.0,,,-369800000.0,,,,,,59400000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,,,,,,,131700000.0,,,,,,207400000.0,-35400000.0,,2.22,7300000.0,,117500000.0,,-69200000.0,,-24500000.0,7300000.0,,,,,,208200000.0,1911500000.0,-57100000.0,,,,95400000.0,-6800000.0,,3280000000.0,1135400000.0,878600000.0,,,,,1908700000.0,,,,,,905700000.0,,,713400000.0,91100000.0,,,,0.0,,,,-17900000.0,359600000.0,58000000.0,1156200000.0,,436000000.0,,,,,,1032900000.0,,,3600000.0,469700000.0,131700000.0,788300000.0,,,-53200000.0,,,,,,261500000.0,2670600000.0,135200000.0,-716200000.0,-4500000.0,13400000.0,117500000.0,117500000.0,,,-1000000.0,419200000.0,,,523600000.0,59600000.0,,261500000.0,,,,,2.27,185500000.0,,,,,182600000.0,13100000.0,,,,-3800000.0,,-44900000.0,48600000.0,,,4000000.0,,,194300000.0,,,-16500000.0,,111900000.0,,,,78700000.0,,,,,4600100000.0,,-50700000.0,,2691400000.0,,,,,,,-2400000.0,,-17900000.0,,119900000.0,67400000.0,,172600000.0,,,-372900000.0,,,,,,59300000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,43000000.0,,77600000.0,301400000.0,,3711800000.0,146300000.0,1803500000.0,,0.0,,854200000.0,249100000.0,-41200000.0,-15300000.0,2.47,9500000.0,493000000.0,77600000.0,170900000.0,-229300000.0,41800000.0,21700000.0,9500000.0,1098500000.0,,16300000.0,,,227700000.0,2088000000.0,-58300000.0,-161900000.0,559600000.0,,134000000.0,13800000.0,-120400000.0,3384900000.0,1138100000.0,989500000.0,,-498500000.0,21400000.0,1054100000.0,1884000000.0,9.2,,59400000.0,77600000.0,2088000000.0,964000000.0,-240900000.0,,708800000.0,93400000.0,-147500000.0,1159400000.0,1884000000.0,0.0,708800000.0,546400000.0,92800000.0,-2800000.0,360700000.0,58000000.0,1159400000.0,39900000.0,468500000.0,,1054100000.0,546400000.0,58100000.0,2617200000.0,1098500000.0,31000000.0,,-11400000.0,495500000.0,146300000.0,895500000.0,,3384900000.0,-51500000.0,360700000.0,4723200000.0,,244300000.0,85600000.0,267800000.0,2617200000.0,149700000.0,-712900000.0,0.0,13100000.0,77600000.0,77600000.0,43000000.0,,-300000.0,425200000.0,,67400000.0,530500000.0,64900000.0,2839200000.0,267800000.0,1908300000.0,-600000.0,989500000.0,31000000.0,2.52,184600000.0,425200000.0,567300000.0,530500000.0,,301400000.0,13100000.0,,,184600000.0,-4000000.0,,39600000.0,39900000.0,939200000.0,13100000.0,9400000.0,-160400000.0,93400000.0,214300000.0,-32700000.0,-160400000.0,-17700000.0,77600000.0,151700000.0,52200000.0,-72900000.0,,66700000.0,,,801400000.0,,4723200000.0,,-10900000.0,,2839200000.0,1138100000.0,,,895500000.0,-712900000.0,21400000.0,-39900000.0,,-44000000.0,1300000.0,117500000.0,67400000.0,-5300000.0,170900000.0,,,-498500000.0,-74300000.0,-15200000.0,9.4,,,59300000.0,,-107200000.0,,66700000.0,-473400000.0,,,,,,,,,,,,,,,,,,,
2017-03-31,,,,,,,141600000.0,,,,,,243400000.0,-41200000.0,,2.39,7400000.0,,123000000.0,,-81700000.0,,23100000.0,14900000.0,,,,,,222000000.0,2112000000.0,-20500000.0,,,,173800000.0,7400000.0,,3485200000.0,1170600000.0,971500000.0,,,,,1974100000.0,,,,,,963900000.0,,,755400000.0,94100000.0,,,,0.0,,,,-17300000.0,386800000.0,57900000.0,1177300000.0,,463400000.0,,,,,,1140500000.0,,,20300000.0,500500000.0,141600000.0,859800000.0,,,-54600000.0,,,,,,278500000.0,2747700000.0,145100000.0,-733100000.0,-150000000.0,24400000.0,123000000.0,123000000.0,,,-1800000.0,437500000.0,,,556800000.0,62600000.0,,278500000.0,,,,,2.45,240400000.0,,,,,267200000.0,12700000.0,,,,-15800000.0,,-66600000.0,39100000.0,,,14100000.0,,,207600000.0,,-9500000.0,-18600000.0,,192400000.0,,,,66100000.0,,,,,4877800000.0,,-4000000.0,,2903700000.0,,,,,,,45400000.0,,-35800000.0,,77600000.0,67400000.0,,189900000.0,,,-450400000.0,,,,,,59300000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,,,,,,,153200000.0,,,,,,259200000.0,-41100000.0,,2.6,7000000.0,,89000000.0,,-138600000.0,,22800000.0,0.0,,,,,,238300000.0,2194100000.0,-70400000.0,,,,111200000.0,-4300000.0,,3597000000.0,1216900000.0,1073800000.0,,,,,2034100000.0,,,,,,999100000.0,,,755600000.0,93800000.0,,,,0.0,,,,-31000000.0,386100000.0,57800000.0,1224200000.0,,481500000.0,,,,,,1120300000.0,,,7400000.0,517600000.0,153200000.0,899200000.0,,,-52000000.0,,,,,,279300000.0,2854900000.0,156800000.0,-753500000.0,0.0,21900000.0,89000000.0,89000000.0,,,-1900000.0,463400000.0,,,601400000.0,67300000.0,,279300000.0,,,,,2.65,256300000.0,,,,,350200000.0,13000000.0,,,,900000.0,,-23400000.0,44300000.0,,,20500000.0,,,223400000.0,,-70700000.0,-15900000.0,,127100000.0,,,,65700000.0,,,,,5067100000.0,,-28400000.0,,3033000000.0,,,,,,,-34000000.0,,-86700000.0,,123000000.0,67400000.0,,202300000.0,,,-397000000.0,,,,,,59000000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,,,,,,,133400000.0,,,,,,230500000.0,-40700000.0,,2.29,7000000.0,,94100000.0,,-62100000.0,,23500000.0,0.0,,,,,,209100000.0,2316200000.0,-75100000.0,,,,72600000.0,-13200000.0,,3689500000.0,1247500000.0,1222800000.0,,,,,2145900000.0,,,,,,982800000.0,,,755000000.0,93800000.0,,,,0.0,,,,-38600000.0,413800000.0,57200000.0,1280800000.0,,478200000.0,,,,,,1093400000.0,,,-1200000.0,504600000.0,133400000.0,924000000.0,,,-37000000.0,,,,,,295500000.0,2921800000.0,137100000.0,-773300000.0,-4500000.0,28500000.0,94100000.0,94100000.0,,,-2100000.0,474200000.0,,,649900000.0,57200000.0,,295500000.0,,,,,2.33,258300000.0,,,,,453400000.0,13100000.0,,,,-4000000.0,,-29500000.0,43600000.0,,,1600000.0,,,193900000.0,,-2700000.0,-22900000.0,,95500000.0,,,,76100000.0,,,,,5256200000.0,,-50200000.0,,3110300000.0,,,,,,,5100000.0,,-90100000.0,,89000000.0,67400000.0,,204700000.0,,,-341800000.0,,,,,,58300000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,38900000.0,,92000000.0,433200000.0,,4000300000.0,129500000.0,1957900000.0,,0.0,,881500000.0,234400000.0,-46400000.0,-23400000.0,2.24,8900000.0,526500000.0,92000000.0,178200000.0,-59000000.0,46200000.0,23800000.0,0.0,1083500000.0,,-2200000.0,,,212100000.0,2276800000.0,-13300000.0,-179300000.0,572200000.0,,168800000.0,22400000.0,-287900000.0,3772300000.0,1271100000.0,1193300000.0,,-329000000.0,41600000.0,1160900000.0,2119300000.0,9.52,,58600000.0,92000000.0,2276800000.0,1054500000.0,-178000000.0,,753600000.0,106600000.0,-169400000.0,1277800000.0,2119300000.0,0.0,753600000.0,557700000.0,77600000.0,10900000.0,443900000.0,56700000.0,1277800000.0,53800000.0,534800000.0,,1160900000.0,557700000.0,57400000.0,2953900000.0,1083500000.0,14900000.0,,-28700000.0,519700000.0,129500000.0,924100000.0,,3772300000.0,-34400000.0,443900000.0,5249100000.0,,250900000.0,93200000.0,307600000.0,2953900000.0,133200000.0,-786700000.0,0.0,28400000.0,92000000.0,92000000.0,38900000.0,,-1500000.0,484400000.0,,67400000.0,638800000.0,63800000.0,3129800000.0,307600000.0,2042400000.0,-7200000.0,1193300000.0,30300000.0,2.28,253700000.0,484400000.0,608500000.0,638800000.0,,433200000.0,13600000.0,,,253700000.0,-4500000.0,,-136600000.0,53800000.0,967500000.0,28400000.0,10000000.0,-82900000.0,106600000.0,197000000.0,-76000000.0,0.0,-24700000.0,92000000.0,193500000.0,52400000.0,-97300000.0,,66500000.0,,,821900000.0,,5249100000.0,,-14700000.0,,3129800000.0,1271100000.0,,,924100000.0,-786700000.0,41600000.0,-2100000.0,,-75300000.0,12300000.0,94100000.0,67400000.0,-154500000.0,178200000.0,,,-329000000.0,-82000000.0,14400000.0,9.72,,,57900000.0,,-256100000.0,,66500000.0,-341400000.0,,,,,,,,,,,,,,,,,,,
2018-03-31,,,,,,,163000000.0,,,,,,261400000.0,-46500000.0,,2.82,6700000.0,,97500000.0,,-37100000.0,,24000000.0,,,,,,,234600000.0,2215300000.0,8500000.0,,,,213900000.0,400000.0,,3886700000.0,1324800000.0,951600000.0,,,,,2168400000.0,,,,,,1018500000.0,,,946300000.0,103900000.0,,,,,,,,-10200000.0,489000000.0,56700000.0,1285000000.0,,490000000.0,,,,,,1263700000.0,,,9500000.0,528500000.0,163000000.0,941400000.0,,,-16500000.0,,,,,,600000.0,3083900000.0,166800000.0,-835100000.0,-495700000.0,31700000.0,97500000.0,97500000.0,,,2800000.0,489700000.0,,,678800000.0,57600000.0,,293900000.0,,,,,2.87,251700000.0,,,,,145200000.0,13600000.0,,,,-11700000.0,,-190500000.0,52300000.0,,,11500000.0,,,223800000.0,,-3000000.0,-18000000.0,,231900000.0,,,,66800000.0,,,,,5317600000.0,,3800000.0,,3149200000.0,,,,,,,5500000.0,,-43500000.0,,92000000.0,67400000.0,,188200000.0,,,-285400000.0,,,,,,57800000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,,,,,,,178700000.0,,,,,,274300000.0,-46300000.0,,3.12,7900000.0,,112300000.0,,-63700000.0,,24000000.0,,,,,,,250900000.0,2160400000.0,-40500000.0,,,,166300000.0,-4500000.0,,4018900000.0,1313100000.0,927000000.0,,,,,2155400000.0,,,,,,1036600000.0,,,945400000.0,108500000.0,,,,,,,,-14300000.0,464100000.0,56400000.0,1269100000.0,,491700000.0,,,,,,1233400000.0,,,15900000.0,544900000.0,178700000.0,911000000.0,,,-43200000.0,,,,,,800000.0,3093200000.0,182700000.0,-833700000.0,21100000.0,27200000.0,112300000.0,112300000.0,,,-800000.0,479400000.0,,,668300000.0,55800000.0,,294000000.0,,,,,3.17,240900000.0,,,,,127600000.0,12000000.0,,,,-4500000.0,,-105300000.0,49700000.0,,,16800000.0,,,238300000.0,,0.0,-20600000.0,,186900000.0,,,,68700000.0,,,,,5272000000.0,,-17400000.0,,3116600000.0,,,,,,,14800000.0,,-55200000.0,,97500000.0,67400000.0,,198500000.0,,,-377300000.0,,,,,,57300000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,,,,,,,163200000.0,,,,,,254600000.0,-46100000.0,,2.85,8000000.0,,122200000.0,,-48600000.0,,23200000.0,,,,,,,232400000.0,2170700000.0,-82600000.0,,,,99900000.0,-2800000.0,,4135800000.0,1334500000.0,956800000.0,,,,,2214600000.0,,,,,,980100000.0,,,944800000.0,115300000.0,,,,,,,,-24800000.0,445200000.0,56300000.0,1303300000.0,,466900000.0,,,,,,1213900000.0,,,-200000.0,513200000.0,163200000.0,913900000.0,,,-18500000.0,,,,,,1300000.0,3164400000.0,167400000.0,-843500000.0,0.0,27300000.0,122200000.0,122200000.0,,,-1100000.0,491000000.0,,,690600000.0,51500000.0,,280800000.0,,,,,2.9,237800000.0,,,,,164500000.0,12400000.0,,,,-3400000.0,,-71300000.0,49100000.0,,,25800000.0,,,219000000.0,,0.0,-29900000.0,,129800000.0,,,,76800000.0,,,,,5354800000.0,,-40800000.0,,3140200000.0,,,,,,,9900000.0,,-85700000.0,,112300000.0,67400000.0,,197600000.0,,,-369700000.0,,,,,,57300000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,47300000.0,,140900000.0,186300000.0,,4070400000.0,175000000.0,1970300000.0,,,,956100000.0,264100000.0,-53100000.0,-24100000.0,3.09,4600000.0,673600000.0,140900000.0,201100000.0,-60800000.0,55500000.0,22900000.0,,1302500000.0,,27500000.0,,,238200000.0,2254500000.0,-30700000.0,-145300000.0,696200000.0,,193500000.0,20600000.0,-284100000.0,4257600000.0,1344700000.0,952000000.0,,-462200000.0,34400000.0,1144000000.0,2216900000.0,11.87,,57300000.0,140900000.0,2254500000.0,1035200000.0,-117000000.0,,946000000.0,112000000.0,-192000000.0,1309400000.0,2216900000.0,,946000000.0,679900000.0,92000000.0,10700000.0,425600000.0,55800000.0,1309400000.0,42000000.0,521700000.0,,,679900000.0,56300000.0,3098800000.0,1302500000.0,,,2300000.0,513500000.0,175000000.0,902200000.0,,4257600000.0,-38800000.0,425600000.0,5373100000.0,,214400000.0,94100000.0,,3098800000.0,179300000.0,-849600000.0,0.0,41400000.0,140900000.0,140900000.0,47300000.0,,3000000.0,495100000.0,,67400000.0,673800000.0,49500000.0,3156200000.0,275300000.0,2100100000.0,4200000.0,952000000.0,27200000.0,3.14,232900000.0,495100000.0,764500000.0,673800000.0,,186300000.0,12400000.0,,,232900000.0,-4500000.0,,-135100000.0,42000000.0,1054400000.0,41400000.0,1400000.0,-3000000.0,112000000.0,228800000.0,-38600000.0,0.0,-22400000.0,140900000.0,215900000.0,50400000.0,-78600000.0,,67500000.0,,,909900000.0,,5373100000.0,,-24200000.0,,3156200000.0,1344700000.0,,,902200000.0,-849600000.0,34400000.0,18700000.0,,-99700000.0,13700000.0,122200000.0,67400000.0,-474600000.0,201100000.0,,,-462200000.0,-90900000.0,48900000.0,12.08,,,56600000.0,,-502200000.0,,67500000.0,-210200000.0,,,,,,,,,,,,,,,,,,,
2019-03-31,,,,,,,177900000.0,,,,,,273600000.0,-52800000.0,,3.16,7300000.0,,156400000.0,,-38700000.0,,22600000.0,,,,,,,249500000.0,2273100000.0,-33900000.0,,,,181100000.0,5400000.0,,4428400000.0,1421500000.0,936000000.0,,,,,2265300000.0,,,,,,1007300000.0,,,946700000.0,111000000.0,,,,,,,,-33200000.0,462800000.0,55500000.0,1294100000.0,,473600000.0,,,,,,1337100000.0,,,1800000.0,533700000.0,177900000.0,900900000.0,,,-17400000.0,,,,,,,3197600000.0,182100000.0,-869100000.0,-43800000.0,55100000.0,156400000.0,156400000.0,,,1100000.0,552400000.0,,,707000000.0,56900000.0,,284200000.0,,,,,3.21,230500000.0,,,,,142500000.0,12500000.0,,,,-8400000.0,,-147600000.0,48300000.0,,,4800000.0,,,238500000.0,,-1300000.0,-20200000.0,,201300000.0,,,,68500000.0,,,,,5490900000.0,,20900000.0,,3225600000.0,,,,,,,15500000.0,,-47400000.0,,140900000.0,67400000.0,,200400000.0,,,-496400000.0,,,,,,56300000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,,,,,,180400000.0,,,,,,275600000.0,-52500000.0,,3.22,6800000.0,,164000000.0,,-65200000.0,,23000000.0,,,,,,,250500000.0,2236700000.0,-92100000.0,,,,117500000.0,7000000.0,,4556100000.0,1445100000.0,930800000.0,,,,,2306600000.0,,,,,,1035400000.0,,,947900000.0,109800000.0,,,,,,,,-19600000.0,415600000.0,55200000.0,1304600000.0,,501000000.0,,,,,,1305900000.0,,,14800000.0,534400000.0,180400000.0,907000000.0,,,-29400000.0,,,,,,,3288100000.0,184900000.0,-883300000.0,43800000.0,45400000.0,164000000.0,164000000.0,,,1800000.0,561800000.0,,,725800000.0,55600000.0,,283900000.0,,,,,3.27,227900000.0,,,,,168200000.0,12400000.0,,,,-5900000.0,,-73100000.0,51700000.0,,,19800000.0,,,240200000.0,,-8000000.0,-28000000.0,,145500000.0,,,,69500000.0,,,,,5545400000.0,,-14000000.0,,3238800000.0,,,,,,,7600000.0,,-60100000.0,,156400000.0,67400000.0,,215300000.0,,,-500700000.0,,,,,,56000000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,,,,,,,164600000.0,,,,,,254400000.0,-52300000.0,,2.96,4600000.0,,167500000.0,,-76800000.0,,22900000.0,,,,,,,228700000.0,2271200000.0,-81200000.0,,,,101500000.0,-1700000.0,,4668300000.0,1453900000.0,990100000.0,,,,,2347900000.0,,,,,,985900000.0,,,947500000.0,108300000.0,,,,,,,,-44500000.0,409100000.0,54969340.0,1321000000.0,,476800000.0,,,,,,1281100000.0,,,-7400000.0,509100000.0,164600000.0,920100000.0,,,-17500000.0,,,,,,,3303800000.0,169200000.0,-889700000.0,0.0,45800000.0,167500000.0,167500000.0,,,2400000.0,564200000.0,,,753500000.0,50400000.0,,280400000.0,,,,,2.99,225200000.0,,,,,232300000.0,12000000.0,,,,-4200000.0,,-49500000.0,51300000.0,,,1600000.0,,,219500000.0,,-29600000.0,-29600000.0,,131100000.0,,,,76800000.0,,,,,5596400000.0,,-28200000.0,,3248500000.0,,,,,,,3500000.0,,-59700000.0,,164000000.0,67400000.0,,205800000.0,,,-543900000.0,,,,,,55656942.0,,,,,,,,,,,,,,,,,,,,,,,,
